max_depth,learning_rate,n_estimators,subsample,colsample_bytree,Accuracy,Recall,F1,Time
7,0.1,200,1.0,0.6,0.7229437229437229,0.675,0.627906976744186,0.20722174644470215
7,0.1,200,1.0,0.8,0.7359307359307359,0.675,0.6390532544378699,0.2117311954498291
7,0.1,200,1.0,1.0,0.7316017316017316,0.6875,0.6395348837209303,0.21974945068359375
7,0.3,50,0.6,0.6,0.7359307359307359,0.625,0.6211180124223602,0.06017017364501953
7,0.3,50,0.6,0.8,0.7359307359307359,0.7125,0.6514285714285715,0.05945563316345215
7,0.3,50,0.6,1.0,0.7056277056277056,0.6375,0.6,0.06341147422790527
7,0.3,50,0.8,0.6,0.7229437229437229,0.6375,0.6144578313253012,0.06048774719238281
7,0.3,50,0.8,0.8,0.7229437229437229,0.675,0.627906976744186,0.06433773040771484
7,0.3,50,0.8,1.0,0.7359307359307359,0.675,0.6390532544378699,0.06839990615844727
7,0.3,50,1.0,0.6,0.7272727272727273,0.65,0.6227544910179641,0.055963993072509766
7,0.3,50,1.0,0.8,0.7186147186147186,0.625,0.6060606060606061,0.08310556411743164
7,0.3,50,1.0,1.0,0.7316017316017316,0.6625,0.6309523809523809,0.054885149002075195
7,0.3,100,0.6,0.6,0.7359307359307359,0.6625,0.6347305389221557,0.18439006805419922
7,0.3,100,0.6,0.8,0.7316017316017316,0.6875,0.6395348837209303,0.21850275993347168
7,0.3,100,0.6,1.0,0.7186147186147186,0.6375,0.6107784431137725,0.11224937438964844
7,0.3,100,0.8,0.6,0.7229437229437229,0.6625,0.6235294117647059,0.1073460578918457
7,0.3,100,0.8,0.8,0.7186147186147186,0.6625,0.6198830409356725,0.1091759204864502
7,0.3,100,0.8,1.0,0.7402597402597403,0.6625,0.6385542168674698,0.1096186637878418
7,0.3,100,1.0,0.6,0.7229437229437229,0.65,0.6190476190476191,0.1015620231628418
7,0.3,100,1.0,0.8,0.7186147186147186,0.6375,0.6107784431137725,0.1422104835510254
7,0.3,100,1.0,1.0,0.7229437229437229,0.6375,0.6144578313253012,0.2039470672607422
7,0.3,200,0.6,0.6,0.7272727272727273,0.6625,0.6272189349112426,0.40349769592285156
7,0.3,200,0.6,0.8,0.7316017316017316,0.6625,0.6309523809523809,0.1806774139404297
7,0.3,200,0.6,1.0,0.7142857142857143,0.625,0.6024096385542169,0.18020391464233398
7,0.3,200,0.8,0.6,0.7272727272727273,0.6625,0.6272189349112426,0.17498564720153809
7,0.3,200,0.8,0.8,0.7186147186147186,0.6625,0.6198830409356725,0.23002052307128906
7,0.3,200,0.8,1.0,0.7272727272727273,0.6625,0.6272189349112426,0.1767258644104004
7,0.3,200,1.0,0.6,0.7229437229437229,0.6625,0.6235294117647059,0.17309260368347168
7,0.3,200,1.0,0.8,0.7186147186147186,0.625,0.6060606060606061,0.3633105754852295
7,0.3,200,1.0,1.0,0.70995670995671,0.6125,0.593939393939394,0.48510026931762695
9,0.01,50,0.6,0.6,0.6623376623376623,0.0375,0.07142857142857142,0.07305455207824707
9,0.01,50,0.6,0.8,0.6926406926406926,0.1625,0.26804123711340205,0.07193255424499512
9,0.01,50,0.6,1.0,0.7272727272727273,0.3,0.43243243243243246,0.0678563117980957
9,0.01,50,0.8,0.6,0.6666666666666666,0.075,0.1348314606741573,0.1029820442199707
9,0.01,50,0.8,0.8,0.7012987012987013,0.2125,0.3300970873786408,0.09404468536376953
9,0.01,50,0.8,1.0,0.7142857142857143,0.275,0.4,0.08245563507080078
9,0.01,50,1.0,0.6,0.658008658008658,0.05,0.09195402298850575,0.0819249153137207
9,0.01,50,1.0,0.8,0.7186147186147186,0.2875,0.4144144144144144,0.09108853340148926
9,0.01,50,1.0,1.0,0.7056277056277056,0.3625,0.4603174603174603,0.09259343147277832
9,0.01,100,0.6,0.6,0.7229437229437229,0.375,0.4838709677419355,0.15284061431884766
9,0.01,100,0.6,0.8,0.7402597402597403,0.475,0.5588235294117647,0.17599964141845703
9,0.01,100,0.6,1.0,0.7532467532467533,0.575,0.6174496644295302,0.2705976963043213
9,0.01,100,0.8,0.6,0.7489177489177489,0.425,0.5396825396825397,0.2104799747467041
9,0.01,100,0.8,0.8,0.7489177489177489,0.4875,0.5735294117647058,0.1661059856414795
9,0.01,100,0.8,1.0,0.7445887445887446,0.5375,0.593103448275862,0.21529889106750488
9,0.01,100,1.0,0.6,0.7575757575757576,0.4375,0.5555555555555556,0.15327072143554688
9,0.01,100,1.0,0.8,0.7402597402597403,0.475,0.5588235294117647,0.300518274307251
9,0.01,100,1.0,1.0,0.7229437229437229,0.5375,0.5733333333333334,0.5390942096710205
9,0.01,200,0.6,0.6,0.7445887445887446,0.5375,0.593103448275862,0.3583841323852539
9,0.01,200,0.6,0.8,0.7662337662337663,0.65,0.6582278481012658,0.28920769691467285
9,0.01,200,0.6,1.0,0.7662337662337663,0.65,0.6582278481012658,0.4461405277252197
9,0.01,200,0.8,0.6,0.7489177489177489,0.5375,0.5972222222222222,0.36589670181274414
9,0.01,200,0.8,0.8,0.7532467532467533,0.6375,0.6415094339622641,0.321850061416626
9,0.01,200,0.8,1.0,0.7619047619047619,0.6625,0.6583850931677019,0.3806023597717285
9,0.01,200,1.0,0.6,0.7532467532467533,0.5875,0.6225165562913907,0.6188762187957764
9,0.01,200,1.0,0.8,0.7316017316017316,0.5875,0.6025641025641025,0.4579498767852783
9,0.01,200,1.0,1.0,0.7359307359307359,0.625,0.6211180124223602,0.6214897632598877
9,0.05,50,0.6,0.6,0.7619047619047619,0.5875,0.6308724832214765,0.2900557518005371
9,0.05,50,0.6,0.8,0.7532467532467533,0.6375,0.6415094339622641,0.13379597663879395
9,0.05,50,0.6,1.0,0.7489177489177489,0.6625,0.6463414634146342,0.12159037590026855
9,0.05,50,0.8,0.6,0.7532467532467533,0.5875,0.6225165562913907,0.08978033065795898
9,0.05,50,0.8,0.8,0.7662337662337663,0.65,0.6582278481012658,0.0975484848022461
9,0.05,50,0.8,1.0,0.7445887445887446,0.675,0.6467065868263473,0.10262441635131836
9,0.05,50,1.0,0.6,0.7489177489177489,0.5875,0.618421052631579,0.0898294448852539
9,0.05,50,1.0,0.8,0.7445887445887446,0.65,0.6380368098159509,0.09009790420532227
9,0.05,50,1.0,1.0,0.7316017316017316,0.6375,0.6219512195121951,0.09970903396606445
9,0.05,100,0.6,0.6,0.7575757575757576,0.6375,0.6455696202531646,0.147691011428833
9,0.05,100,0.6,0.8,0.7359307359307359,0.675,0.6390532544378699,0.16304945945739746
9,0.05,100,0.6,1.0,0.7445887445887446,0.6875,0.650887573964497,0.15877008438110352
9,0.05,100,0.8,0.6,0.7445887445887446,0.6625,0.6424242424242425,0.1739048957824707
9,0.05,100,0.8,0.8,0.7402597402597403,0.6625,0.6385542168674698,0.1745319366455078
9,0.05,100,0.8,1.0,0.7359307359307359,0.6875,0.6432748538011696,0.3693869113922119
9,0.05,100,1.0,0.6,0.7489177489177489,0.6375,0.6375,0.15731072425842285
9,0.05,100,1.0,0.8,0.7489177489177489,0.675,0.6506024096385542,0.5556356906890869
9,0.05,100,1.0,1.0,0.7359307359307359,0.6875,0.6432748538011696,0.23988795280456543
9,0.05,200,0.6,0.6,0.7272727272727273,0.625,0.6134969325153374,0.7765014171600342
9,0.05,200,0.6,0.8,0.7445887445887446,0.6875,0.650887573964497,0.29318833351135254
9,0.05,200,0.6,1.0,0.7445887445887446,0.6875,0.650887573964497,0.26031494140625
9,0.05,200,0.8,0.6,0.7402597402597403,0.675,0.6428571428571429,0.25194239616394043
9,0.05,200,0.8,0.8,0.7402597402597403,0.675,0.6428571428571429,0.2587778568267822
9,0.05,200,0.8,1.0,0.7316017316017316,0.675,0.6352941176470588,0.30025267601013184
9,0.05,200,1.0,0.6,0.7445887445887446,0.6375,0.6335403726708074,0.2951323986053467
9,0.05,200,1.0,0.8,0.7359307359307359,0.6875,0.6432748538011696,0.4362359046936035
9,0.05,200,1.0,1.0,0.7402597402597403,0.7,0.6511627906976745,0.2967407703399658
9,0.1,50,0.6,0.6,0.7229437229437229,0.625,0.6097560975609756,0.07518935203552246
9,0.1,50,0.6,0.8,0.7272727272727273,0.6625,0.6272189349112426,0.07380342483520508
9,0.1,50,0.6,1.0,0.7359307359307359,0.65,0.6303030303030303,0.07507467269897461
9,0.1,50,0.8,0.6,0.7316017316017316,0.625,0.6172839506172839,0.0805211067199707
9,0.1,50,0.8,0.8,0.7489177489177489,0.6625,0.6463414634146342,0.11449670791625977
9,0.1,50,0.8,1.0,0.7359307359307359,0.65,0.6303030303030303,0.08238744735717773
9,0.1,50,1.0,0.6,0.7402597402597403,0.625,0.625,0.08122873306274414
9,0.1,50,1.0,0.8,0.7272727272727273,0.6375,0.6181818181818182,0.12897849082946777
9,0.1,50,1.0,1.0,0.7359307359307359,0.6875,0.6432748538011696,0.14779210090637207
9,0.1,100,0.6,0.6,0.696969696969697,0.6,0.5783132530120482,0.1251535415649414
9,0.1,100,0.6,0.8,0.7142857142857143,0.65,0.611764705882353,0.13100624084472656
9,0.1,100,0.6,1.0,0.7272727272727273,0.65,0.6227544910179641,0.1424722671508789
9,0.1,100,0.8,0.6,0.7186147186147186,0.6375,0.6107784431137725,0.14770841598510742
9,0.1,100,0.8,0.8,0.7445887445887446,0.6625,0.6424242424242425,0.14226937294006348
9,0.1,100,0.8,1.0,0.7316017316017316,0.6625,0.6309523809523809,0.13773417472839355
9,0.1,100,1.0,0.6,0.7229437229437229,0.6375,0.6144578313253012,0.19108057022094727
9,0.1,100,1.0,0.8,0.7316017316017316,0.6875,0.6395348837209303,0.14361310005187988
9,0.1,100,1.0,1.0,0.7359307359307359,0.7,0.6473988439306358,0.14662623405456543
9,0.1,200,0.6,0.6,0.7142857142857143,0.625,0.6024096385542169,0.21527743339538574
9,0.1,200,0.6,0.8,0.7229437229437229,0.675,0.627906976744186,0.2233717441558838
9,0.1,200,0.6,1.0,0.7229437229437229,0.6375,0.6144578313253012,0.2211589813232422
9,0.1,200,0.8,0.6,0.7142857142857143,0.65,0.611764705882353,0.23547983169555664
9,0.1,200,0.8,0.8,0.7229437229437229,0.6625,0.6235294117647059,0.33855319023132324
9,0.1,200,0.8,1.0,0.7272727272727273,0.65,0.6227544910179641,0.34718966484069824
9,0.1,200,1.0,0.6,0.7142857142857143,0.6625,0.6162790697674418,0.2326962947845459
9,0.1,200,1.0,0.8,0.7316017316017316,0.7125,0.6477272727272727,0.23117876052856445
9,0.1,200,1.0,1.0,0.7445887445887446,0.7,0.6549707602339181,0.23970699310302734
9,0.3,50,0.6,0.6,0.7532467532467533,0.65,0.6459627329192547,0.06404566764831543
9,0.3,50,0.6,0.8,0.7229437229437229,0.675,0.627906976744186,0.06406283378601074
9,0.3,50,0.6,1.0,0.7359307359307359,0.675,0.6390532544378699,0.06921792030334473
9,0.3,50,0.8,0.6,0.7229437229437229,0.625,0.6097560975609756,0.07027459144592285
9,0.3,50,0.8,0.8,0.7359307359307359,0.7125,0.6514285714285715,0.0978693962097168
9,0.3,50,0.8,1.0,0.7402597402597403,0.6875,0.6470588235294118,0.0744626522064209
9,0.3,50,1.0,0.6,0.7186147186147186,0.6625,0.6198830409356725,0.07758355140686035
9,0.3,50,1.0,0.8,0.7359307359307359,0.65,0.6303030303030303,0.12062883377075195
9,0.3,50,1.0,1.0,0.7445887445887446,0.6875,0.650887573964497,0.07665276527404785
9,0.3,100,0.6,0.6,0.7402597402597403,0.6375,0.6296296296296297,0.10206294059753418
9,0.3,100,0.6,0.8,0.7142857142857143,0.6375,0.6071428571428571,0.10646557807922363
9,0.3,100,0.6,1.0,0.7272727272727273,0.6375,0.6181818181818182,0.10771679878234863
9,0.3,100,0.8,0.6,0.7142857142857143,0.65,0.611764705882353,0.15092849731445312
9,0.3,100,0.8,0.8,0.7272727272727273,0.6625,0.6272189349112426,0.11049985885620117
9,0.3,100,0.8,1.0,0.7359307359307359,0.675,0.6390532544378699,0.11281752586364746
9,0.3,100,1.0,0.6,0.7142857142857143,0.6625,0.6162790697674418,0.1098167896270752
9,0.3,100,1.0,0.8,0.7359307359307359,0.6625,0.6347305389221557,0.11548328399658203
9,0.3,100,1.0,1.0,0.7445887445887446,0.6875,0.650887573964497,0.11749458312988281
9,0.3,200,0.6,0.6,0.7272727272727273,0.6125,0.6086956521739131,0.1733412742614746
9,0.3,200,0.6,0.8,0.7142857142857143,0.625,0.6024096385542169,0.20606589317321777
9,0.3,200,0.6,1.0,0.7229437229437229,0.6375,0.6144578313253012,0.27567601203918457
9,0.3,200,0.8,0.6,0.70995670995671,0.6375,0.6035502958579881,0.19179916381835938
9,0.3,200,0.8,0.8,0.7272727272727273,0.65,0.6227544910179641,0.19663000106811523
9,0.3,200,0.8,1.0,0.7316017316017316,0.6875,0.6395348837209303,0.19615912437438965
9,0.3,200,1.0,0.6,0.70995670995671,0.65,0.6081871345029239,0.20194196701049805
9,0.3,200,1.0,0.8,0.7316017316017316,0.6625,0.6309523809523809,0.2850823402404785
9,0.3,200,1.0,1.0,0.7359307359307359,0.675,0.6390532544378699,0.21776676177978516
